Date,Company,R&D_Spending_USD_Mn,AI_Revenue_USD_Mn,AI_Revenue_Growth_%,Event,Stock_Impact_%
2022-04-18,Google,136.65,107.38,257.93,,-0.45
2022-04-19,Google,139.37,107.21,257.36,,0.49
2022-04-20,Google,137.68,108.0,260.0,,-0.01
2022-04-21,Google,138.71,108.12,260.41,,-0.46
2022-04-22,Google,137.2,108.17,260.56,,0.97
2022-04-23,Google,134.96,107.39,257.98,,-0.35
2022-04-24,Google,135.74,107.95,259.83,,0.72
2022-04-25,Google,139.16,107.45,258.17,,-0.45
2022-04-26,Google,135.96,107.88,259.59,,0.27
2022-04-27,Google,136.37,106.93,256.44,,-0.97
2022-04-28,Google,137.34,107.18,257.27,,-0.19
2022-04-29,Google,137.41,106.23,254.09,,0.32
2022-04-30,Google,138.65,108.51,261.71,,0.4
2022-05-01,Google,136.55,108.08,260.28,,-0.24
2022-05-02,Google,137.57,108.17,260.56,,0.45
2022-05-03,Google,138.16,107.61,258.69,,0.2
2022-05-04,Google,135.01,107.24,257.46,,-0.67
2022-05-05,Google,137.32,108.11,260.38,,0.74
2022-05-06,Google,137.2,107.41,258.04,,0.3
2022-05-07,Google,136.14,108.19,260.62,,-0.33
2022-05-08,Google,137.48,106.76,255.87,,-0.89
2022-05-09,Google,137.75,107.16,257.2,,0.33
2022-05-10,Google,137.42,107.72,259.07,,0.65
2022-05-11,Google,136.75,107.53,258.43,,-0.69
2022-05-12,Google,134.59,108.03,260.1,,-0.71
2022-05-13,Google,136.26,106.94,256.45,,0.12
2022-05-14,Google,138.77,107.0,256.68,,-0.92
2022-05-15,Google,135.23,108.43,261.45,,-0.01
2022-05-16,Google,137.36,107.79,259.3,,-0.26
2022-05-17,Google,138.56,106.6,255.34,,0.42
2022-05-18,Google,137.96,107.38,257.92,,0.89
2022-05-19,Google,138.1,107.7,259.01,,-0.9
2022-05-20,Google,135.66,107.68,258.95,,0.76
2022-05-21,Google,138.78,107.63,258.76,,-0.22
2022-05-22,Google,136.51,107.56,258.53,,0.68
2022-05-23,Google,137.12,107.66,258.87,,-0.14
2022-05-24,Google,137.72,107.76,259.21,,-0.54
2022-05-25,Google,139.08,107.45,258.16,,0.07
2022-05-26,Google,136.75,107.21,257.35,,-0.22
2022-05-27,Google,136.31,107.33,257.77,,0.11
2022-05-28,Google,137.15,106.95,256.49,,-0.7
2022-05-29,Google,138.71,107.66,258.85,,0.72
2022-05-30,Google,138.15,107.07,256.9,,-0.54
2022-05-31,Google,135.81,107.17,257.24,,-0.43
2022-06-01,Google,136.51,106.49,254.98,,0.36
2022-06-02,Google,136.24,107.58,258.6,,-0.41
2022-06-03,Google,136.49,107.91,259.7,,-0.42
2022-06-04,Google,137.02,107.7,259.01,,-0.12
2022-06-05,Google,135.43,107.38,257.92,,0.27
2022-06-06,Google,137.53,107.42,258.05,,-0.49
2022-06-07,Google,137.25,107.27,257.56,,0.4
2022-06-08,Google,137.02,107.17,257.23,,-0.5
2022-06-09,Google,137.32,108.08,260.27,,0.54
2022-06-10,Google,137.79,107.1,256.99,,0.93
2022-06-11,Google,137.61,107.19,257.29,,-0.49
2022-06-12,Google,135.86,108.02,260.08,,0.31
2022-06-13,Google,137.06,107.78,259.27,,0.54
2022-06-14,Google,135.56,107.53,258.42,,0.56
2022-06-15,Google,136.34,108.16,260.54,,-0.51
2022-06-16,Google,135.95,107.27,257.56,,0.61
2022-06-17,Google,135.82,107.77,259.22,,-0.11
2022-06-18,Google,138.0,108.29,260.97,,0.1
2022-06-19,Google,137.58,108.18,260.6,,-0.08
2022-06-20,Google,136.43,108.0,260.0,,-0.05
2022-06-21,Google,137.56,107.35,257.84,,0.54
2022-06-22,Google,137.28,107.63,258.76,,0.82
2022-06-23,Google,138.3,107.1,257.0,,0.19
2022-06-24,Google,137.64,108.37,261.22,,0.92
2022-06-25,Google,137.65,108.63,262.09,,0.12
2022-06-26,Google,135.36,108.01,260.04,,-0.04
2022-06-27,Google,139.12,108.19,260.64,,-0.52
2022-06-28,Google,137.71,107.96,259.85,AI ethics policy update,4.88
2022-06-29,Google,136.95,107.5,258.34,,-0.08
2022-06-30,Google,137.59,108.15,260.5,,0.21
2022-07-01,Google,137.17,107.63,258.78,,0.88
2022-07-02,Google,137.31,108.12,260.4,,0.51
2022-07-03,Google,137.52,107.62,258.73,,0.4
2022-07-04,Google,136.85,106.96,256.53,,0.72
2022-07-05,Google,136.16,107.81,259.37,,0.0
2022-07-06,Google,137.98,107.13,257.1,,0.93
2022-07-07,Google,136.65,107.52,258.41,,-0.93
2022-07-08,Google,136.41,107.07,256.9,,0.9
2022-07-09,Google,136.92,107.4,258.02,,0.16
2022-07-10,Google,136.29,107.06,256.85,,0.63
2022-07-11,Google,136.5,108.23,260.76,,0.21
2022-07-12,Google,136.9,107.23,257.43,,0.31
2022-07-13,Google,135.84,107.15,257.17,,-0.23
2022-07-14,Google,137.05,107.06,256.88,,-0.3
2022-07-15,Google,136.67,108.32,261.07,,-0.02
2022-07-16,Google,137.55,107.68,258.92,,-0.89
2022-07-17,Google,137.38,108.11,260.38,,-0.49
2022-07-18,Google,137.19,107.0,256.66,,0.89
2022-07-19,Google,137.49,107.74,259.14,,-0.42
2022-07-20,Google,135.83,107.84,259.45,,-0.26
2022-07-21,Google,137.63,107.63,258.76,,0.65
2022-07-22,Google,138.44,108.03,260.1,,-0.26
2022-07-23,Google,135.28,107.68,258.93,,0.28
2022-07-24,Google,136.4,107.15,257.15,,-0.72
2022-07-25,Google,135.95,107.28,257.6,,0.92
2022-07-26,Google,135.99,107.36,257.88,,-0.19
2022-07-27,Google,136.46,106.86,256.19,,0.88
2022-07-28,Google,136.19,107.19,257.3,,0.25
2022-07-29,Google,136.0,107.63,258.78,,0.35
2022-07-30,Google,137.67,107.04,256.81,,0.82
2022-07-31,Google,136.37,107.16,257.21,,0.14
2022-08-01,Google,135.84,107.24,257.45,,0.34
2022-08-02,Google,137.46,107.41,258.02,,-1.0
2022-08-03,Google,136.9,107.13,257.08,,0.06
2022-08-04,Google,137.48,106.69,255.63,,-0.69
2022-08-05,Google,137.3,107.43,258.09,,-0.85
2022-08-06,Google,137.33,107.07,256.91,,-0.43
2022-08-07,Google,138.48,107.31,257.71,,-0.32
2022-08-08,Google,137.86,107.42,258.06,,-0.23
2022-08-09,Google,137.39,107.34,257.8,,-0.92
2022-08-10,Google,136.64,107.49,258.32,,0.31
2022-08-11,Google,134.56,107.69,258.98,,-0.19
2022-08-12,Google,136.0,107.75,259.17,,0.63
2022-08-13,Google,135.74,107.21,257.38,AI Ads Optimization upgrade,0.89
2022-08-14,Google,136.29,107.4,257.99,,-0.77
2022-08-15,Google,137.28,106.61,255.38,,0.15
2022-08-16,Google,138.26,107.7,258.98,,-0.89
2022-08-17,Google,137.25,107.69,258.96,,0.45
2022-08-18,Google,137.88,107.31,257.72,,0.6
2022-08-19,Google,137.17,107.5,258.34,,-0.29
2022-08-20,Google,137.93,108.34,261.13,,0.66
2022-08-21,Google,135.38,107.69,258.97,AI Ads Optimization upgrade,3.07
2022-08-22,Google,138.01,107.43,258.1,,-0.58
2022-08-23,Google,136.6,106.76,255.86,,-0.11
2022-08-24,Google,136.48,108.31,261.02,,-0.76
2022-08-25,Google,136.28,108.34,261.12,,-0.64
2022-08-26,Google,137.8,107.49,258.3,,0.65
2022-08-27,Google,137.92,107.99,259.96,,0.78
2022-08-28,Google,136.15,107.27,257.55,,-0.89
2022-08-29,Google,136.29,106.69,255.64,,-0.99
2022-08-30,Google,138.21,107.43,258.1,,-0.06
2022-08-31,Google,136.53,106.8,256.0,,-1.0
2022-09-01,Google,135.78,108.0,260.01,,0.58
2022-09-02,Google,137.13,107.29,257.64,,0.43
2022-09-03,Google,136.09,107.48,258.26,,-0.9
2022-09-04,Google,138.19,107.27,257.56,,0.93
2022-09-05,Google,138.25,107.12,257.06,,0.4
2022-09-06,Google,136.81,108.33,261.09,,-0.92
2022-09-07,Google,137.22,107.34,257.78,,0.1
2022-09-08,Google,137.86,107.52,258.4,,0.14
2022-09-09,Google,136.26,107.38,257.94,,-0.6
2022-09-10,Google,136.59,107.08,256.93,,-0.89
2022-09-11,Google,138.46,108.2,260.67,,0.47
2022-09-12,Google,137.94,106.77,255.89,,-0.17
2022-09-13,Google,136.78,107.43,258.09,,-0.37
2022-09-14,Google,137.77,107.74,259.13,,-0.78
2022-09-15,Google,135.27,107.31,257.7,,0.98
2022-09-16,Google,138.6,106.72,255.73,,0.53
2022-09-17,Google,137.44,107.72,259.06,,-0.25
2022-09-18,Google,138.28,107.8,259.35,,0.69
2022-09-19,Google,138.21,106.72,255.74,,0.16
2022-09-20,Google,136.33,108.5,261.65,,0.04
2022-09-21,Google,136.92,107.42,258.06,,0.37
2022-09-22,Google,137.38,107.12,257.06,,0.75
2022-09-23,Google,137.96,106.99,256.64,,0.56
2022-09-24,Google,135.87,106.07,253.57,,-0.97
2022-09-25,Google,136.18,107.61,258.71,,0.99
2022-09-26,Google,136.69,107.46,258.2,,-0.39
2022-09-27,Google,135.67,106.95,256.51,,-0.5
2022-09-28,Google,136.69,106.94,256.45,,0.08
2022-09-29,Google,138.4,106.56,255.21,,-0.13
2022-09-30,Google,136.69,106.67,255.58,,0.33
2022-10-01,Google,137.77,107.86,259.54,,-0.66
2022-10-02,Google,138.23,107.24,257.46,,0.08
2022-10-03,Google,137.11,108.35,261.17,,-0.02
2022-10-04,Google,136.26,107.48,258.25,,-0.77
2022-10-05,Google,136.44,106.96,256.53,,0.67
2022-10-06,Google,136.07,106.44,254.8,,-0.38
2022-10-07,Google,136.51,107.57,258.57,,0.61
2022-10-08,Google,137.29,107.68,258.94,,0.4
2022-10-09,Google,137.33,107.49,258.3,,-0.22
2022-10-10,Google,136.82,107.21,257.36,,0.37
2022-10-11,Google,137.92,107.67,258.91,,0.06
2022-10-12,Google,137.48,107.96,259.87,,-0.32
2022-10-13,Google,137.18,107.57,258.57,,0.36
2022-10-14,Google,136.71,108.19,260.62,,0.17
2022-10-15,Google,135.34,107.45,258.15,,0.31
2022-10-16,Google,137.11,107.17,257.25,,-0.11
2022-10-17,Google,138.22,107.61,258.7,,0.47
2022-10-18,Google,136.76,107.31,257.7,,0.12
2022-10-19,Google,137.76,106.35,254.51,,-0.46
2022-10-20,Google,136.23,107.3,257.67,,0.25
2022-10-21,Google,136.66,107.06,256.86,,0.42
2022-10-22,Google,137.7,108.22,260.74,,0.01
2022-10-23,Google,137.75,107.14,257.14,,0.46
2022-10-24,Google,137.02,107.6,258.68,,0.81
2022-10-25,Google,136.99,107.23,257.42,,-0.64
2022-10-26,Google,135.55,106.42,254.72,,-0.01
2022-10-27,Google,137.44,108.12,260.39,,0.32
2022-10-28,Google,134.9,107.88,259.6,,0.24
2022-10-29,Google,136.3,107.89,259.64,,0.48
2022-10-30,Google,137.15,107.21,257.35,,0.8
2022-10-31,Google,137.31,107.05,256.84,,0.59
2022-11-01,Google,138.01,107.45,258.17,,-0.62
2022-11-02,Google,137.23,107.18,257.26,,0.85
2022-11-03,Google,137.09,106.78,255.95,,-0.24
2022-11-04,Google,136.46,107.92,259.73,,-0.61
2022-11-05,Google,136.81,107.2,257.32,,-0.45
2022-11-06,Google,136.85,107.29,257.63,,-0.3
2022-11-07,Google,135.5,107.96,259.86,,0.2
2022-11-08,Google,134.77,107.56,258.52,,-0.09
2022-11-09,Google,136.35,107.76,259.18,,0.3
2022-11-10,Google,139.35,107.07,256.89,,-0.8
2022-11-11,Google,136.44,107.47,258.24,,-0.33
2022-11-12,Google,138.27,107.22,257.41,,-0.93
2022-11-13,Google,137.81,106.99,256.62,,-0.54
2022-11-14,Google,137.48,107.3,257.67,,-0.07
2022-11-15,Google,137.76,107.38,257.93,,0.31
2022-11-16,Google,137.13,107.95,259.83,,0.62
2022-11-17,Google,137.25,107.71,259.04,,0.94
2022-11-18,Google,135.35,106.88,256.26,,-0.46
2022-11-19,Google,136.64,107.3,257.65,,0.08
2022-11-20,Google,134.94,107.89,259.63,,0.17
2022-11-21,Google,137.37,107.85,259.51,,0.56
2022-11-22,Google,136.95,107.43,258.1,,0.44
2022-11-23,Google,136.63,107.37,257.89,,0.72
2022-11-24,Google,136.56,107.55,258.5,,0.9
2022-11-25,Google,135.63,107.61,258.69,,0.56
2022-11-26,Google,135.27,107.6,258.68,,-0.2
2022-11-27,Google,138.8,107.92,259.74,,-0.05
2022-11-28,Google,138.75,107.25,257.5,,-0.27
2022-11-29,Google,136.36,106.3,254.33,,0.05
2022-11-30,Google,137.6,107.67,258.9,,0.67
2022-12-01,Google,136.85,107.98,259.94,,0.55
2022-12-02,Google,136.99,107.09,256.96,,-0.07
2022-12-03,Google,136.44,107.64,258.81,,-0.26
2022-12-04,Google,137.28,107.13,257.09,,-0.16
2022-12-05,Google,135.78,107.69,258.96,,-0.02
2022-12-06,Google,139.08,106.94,256.47,,0.9
2022-12-07,Google,136.66,106.84,256.13,,0.5
2022-12-08,Google,138.16,107.85,259.5,,-0.23
2022-12-09,Google,136.53,106.98,256.6,,-0.15
2022-12-10,Google,136.66,107.96,259.88,,0.52
2022-12-11,Google,136.71,107.26,257.54,,0.95
2022-12-12,Google,137.37,107.11,257.02,,-0.27
2022-12-13,Google,137.5,107.13,257.09,,-0.27
2022-12-14,Google,136.11,108.51,261.69,,-0.35
2022-12-15,Google,138.84,107.53,258.42,,0.85
2022-12-16,Google,135.98,106.5,255.0,,0.81
2022-12-17,Google,137.9,107.57,258.55,,0.17
2022-12-18,Google,136.47,107.54,258.48,,-0.43
2022-12-19,Google,136.21,106.51,255.04,,0.07
2022-12-20,Google,136.58,107.19,257.3,,0.73
2022-12-21,Google,136.89,107.85,259.5,,-0.15
2022-12-22,Google,138.35,107.1,257.0,,0.45
2022-12-23,Google,134.57,108.52,261.74,,-0.89
2022-12-24,Google,137.63,107.45,258.17,,-0.25
2022-12-25,Google,137.66,107.61,258.69,,0.2
2022-12-26,Google,136.61,108.22,260.75,,0.78
2022-12-27,Google,136.31,106.86,256.19,,0.55
2022-12-28,Google,137.44,107.4,258.02,,-0.12
2022-12-29,Google,137.76,107.74,259.12,,0.25
2022-12-30,Google,137.25,108.65,262.17,,-0.03
2022-12-31,Google,135.91,107.73,259.09,,0.95
2023-01-01,Google,148.02,129.56,331.86,,0.51
2023-01-02,Google,148.66,128.37,327.89,,0.58
2023-01-03,Google,148.15,129.21,330.7,,-0.34
2023-01-04,Google,149.06,128.29,327.64,,-0.0
2023-01-05,Google,149.53,129.49,331.63,,-0.42
2023-01-06,Google,148.18,129.8,332.66,,-0.27
2023-01-07,Google,148.15,128.89,329.63,,-0.78
2023-01-08,Google,147.35,129.8,332.65,,0.38
2023-01-09,Google,148.87,129.72,332.39,,0.14
2023-01-10,Google,146.66,128.9,329.68,,-0.32
2023-01-11,Google,148.99,129.5,331.68,,-0.9
2023-01-12,Google,147.97,129.38,331.27,,0.82
2023-01-13,Google,149.09,129.03,330.1,,0.56
2023-01-14,Google,147.44,129.23,330.77,,-0.74
2023-01-15,Google,148.93,128.75,329.17,,0.43
2023-01-16,Google,146.62,129.61,332.03,,-0.54
2023-01-17,Google,148.21,128.78,329.26,,0.23
2023-01-18,Google,145.49,129.52,331.72,,-0.41
2023-01-19,Google,148.66,127.99,326.62,,0.27
2023-01-20,Google,147.83,129.4,331.32,,0.42
2023-01-21,Google,149.63,129.63,332.1,,-0.0
2023-01-22,Google,148.81,128.98,329.93,,-0.78
2023-01-23,Google,147.82,129.28,330.92,,-0.62
2023-01-24,Google,148.22,128.19,327.29,,0.76
2023-01-25,Google,148.52,128.68,328.94,,0.64
2023-01-26,Google,147.92,129.03,330.11,,0.46
2023-01-27,Google,147.54,129.3,331.0,,0.19
2023-01-28,Google,148.51,129.59,331.98,,-0.11
2023-01-29,Google,149.02,129.56,331.87,,-0.75
2023-01-30,Google,149.74,129.7,332.34,,0.67
2023-01-31,Google,149.43,129.7,332.33,,0.49
2023-02-01,Google,148.36,129.61,332.04,,0.04
2023-02-02,Google,147.31,128.93,329.77,,-0.24
2023-02-03,Google,147.19,129.42,331.41,,0.18
2023-02-04,Google,147.17,129.01,330.05,,-0.08
2023-02-05,Google,148.76,129.07,330.24,,0.85
2023-02-06,Google,147.47,129.46,331.55,,-0.88
2023-02-07,Google,147.61,128.85,329.5,,0.49
2023-02-08,Google,146.61,128.48,328.25,,-0.02
2023-02-09,Google,147.68,128.97,329.89,,-0.51
2023-02-10,Google,147.22,128.71,329.04,,-0.45
2023-02-11,Google,148.29,129.07,330.25,,0.62
2023-02-12,Google,147.46,129.12,330.41,,-0.24
2023-02-13,Google,148.6,128.96,329.87,,0.61
2023-02-14,Google,146.37,128.48,328.26,,0.22
2023-02-15,Google,149.46,129.02,330.07,,-0.78
2023-02-16,Google,146.44,128.63,328.77,,0.82
2023-02-17,Google,147.52,129.46,331.54,AI partnership deal,3.29
2023-02-18,Google,149.27,128.86,329.54,,-0.7
2023-02-19,Google,147.08,129.05,330.16,,-0.22
2023-02-20,Google,148.63,129.87,332.9,,-0.1
2023-02-21,Google,148.32,128.93,329.76,,-0.23
2023-02-22,Google,144.97,128.85,329.51,,-0.09
2023-02-23,Google,149.24,129.25,330.83,,0.35
2023-02-24,Google,146.32,127.55,325.15,,0.55
2023-02-25,Google,147.61,128.38,327.93,,-0.77
2023-02-26,Google,147.22,128.56,328.53,,0.63
2023-02-27,Google,147.9,128.13,327.09,,-0.8
2023-02-28,Google,148.35,128.98,329.93,,0.9
2023-03-01,Google,148.81,129.65,332.16,,0.06
2023-03-02,Google,147.87,127.97,326.57,,0.42
2023-03-03,Google,146.53,128.71,329.03,,0.91
2023-03-04,Google,149.46,129.07,330.25,,0.89
2023-03-05,Google,147.75,128.46,328.2,,-0.75
2023-03-06,Google,148.13,129.42,331.41,,-0.68
2023-03-07,Google,147.08,129.49,331.63,,-0.68
2023-03-08,Google,147.69,128.9,329.66,,0.43
2023-03-09,Google,147.24,129.03,330.1,,-0.83
2023-03-10,Google,149.01,129.43,331.45,,0.7
2023-03-11,Google,147.15,128.94,329.8,,0.79
2023-03-12,Google,149.25,129.26,330.87,,-0.08
2023-03-13,Google,147.98,129.13,330.43,,0.1
2023-03-14,Google,148.41,129.52,331.73,,0.62
2023-03-15,Google,148.79,129.21,330.71,,-0.61
2023-03-16,Google,148.57,129.86,332.87,,0.06
2023-03-17,Google,146.39,129.4,331.32,,0.99
2023-03-18,Google,147.8,128.94,329.81,,-0.52
2023-03-19,Google,147.89,128.53,328.43,,-0.36
2023-03-20,Google,146.1,129.23,330.77,,-0.51
2023-03-21,Google,149.34,129.76,332.53,Bard chatbot launch,5.0
2023-03-22,Google,148.21,129.54,331.8,,0.57
2023-03-23,Google,150.15,129.47,331.56,,-0.81
2023-03-24,Google,146.92,129.23,330.77,,0.15
2023-03-25,Google,149.38,129.11,330.36,,-0.63
2023-03-26,Google,148.94,128.26,327.53,,0.74
2023-03-27,Google,147.78,129.25,330.82,,-0.9
2023-03-28,Google,149.77,128.46,328.19,,-0.21
2023-03-29,Google,148.97,128.71,329.05,AI-powered search update,4.79
2023-03-30,Google,149.18,129.75,332.51,,0.96
2023-03-31,Google,149.44,128.66,328.86,,-0.17
2023-04-01,Google,147.67,128.78,329.26,,-0.61
2023-04-02,Google,146.47,128.45,328.18,,0.76
2023-04-03,Google,148.2,129.01,330.02,,0.19
2023-04-04,Google,149.91,128.3,327.66,,0.42
2023-04-05,Google,148.7,129.5,331.67,,-0.6
2023-04-06,Google,148.0,129.02,330.06,,-0.94
2023-04-07,Google,147.06,128.74,329.15,,0.55
2023-04-08,Google,148.81,128.5,328.34,,0.46
2023-04-09,Google,147.01,129.37,331.23,,-0.93
2023-04-10,Google,148.86,129.24,330.8,,0.33
2023-04-11,Google,148.35,128.78,329.26,,-0.56
2023-04-12,Google,148.09,129.69,332.31,,0.19
2023-04-13,Google,148.88,129.18,330.61,,0.76
2023-04-14,Google,148.77,129.11,330.37,,-0.68
2023-04-15,Google,149.1,129.0,330.0,,-0.46
2023-04-16,Google,148.16,129.21,330.68,,0.21
2023-04-17,Google,148.3,128.4,328.0,,0.41
2023-04-18,Google,148.44,129.13,330.43,,-0.71
2023-04-19,Google,148.35,128.42,328.08,,-0.05
2023-04-20,Google,148.78,128.84,329.47,,0.9
2023-04-21,Google,149.13,128.85,329.48,,-0.76
2023-04-22,Google,147.4,128.74,329.12,,-0.36
2023-04-23,Google,148.45,129.38,331.26,,0.72
2023-04-24,Google,148.26,129.44,331.48,,0.95
2023-04-25,Google,149.6,129.32,331.06,,0.4
2023-04-26,Google,145.84,130.2,334.0,,-0.16
2023-04-27,Google,149.59,128.97,329.9,,0.45
2023-04-28,Google,146.8,128.52,328.4,,-0.47
2023-04-29,Google,147.93,128.9,329.68,,0.89
2023-04-30,Google,148.34,129.94,333.12,,0.96
2023-05-01,Google,147.52,129.06,330.2,,0.14
2023-05-02,Google,147.42,128.45,328.18,,-0.79
2023-05-03,Google,146.91,128.16,327.21,,-0.19
2023-05-04,Google,148.36,128.34,327.82,,-0.66
2023-05-05,Google,145.92,128.25,327.5,,-0.45
2023-05-06,Google,146.8,127.92,326.39,,-0.78
2023-05-07,Google,147.27,129.21,330.71,,-0.52
2023-05-08,Google,149.4,129.27,330.9,,-0.28
2023-05-09,Google,151.14,128.61,328.69,,0.5
2023-05-10,Google,146.45,129.55,331.84,,-0.61
2023-05-11,Google,148.81,129.96,333.2,,0.14
2023-05-12,Google,146.88,128.49,328.3,,0.81
2023-05-13,Google,146.79,128.97,329.9,,-0.98
2023-05-14,Google,149.08,128.63,328.77,,0.24
2023-05-15,Google,146.31,128.18,327.27,,0.26
2023-05-16,Google,149.02,129.54,331.81,,0.31
2023-05-17,Google,147.8,129.44,331.47,,-0.08
2023-05-18,Google,146.65,129.16,330.54,,-0.73
2023-05-19,Google,148.09,129.19,330.65,,0.35
2023-05-20,Google,147.3,128.83,329.44,,0.87
2023-05-21,Google,149.25,129.12,330.39,,0.99
2023-05-22,Google,147.64,128.6,328.66,,-0.57
2023-05-23,Google,149.56,129.05,330.16,,0.12
2023-05-24,Google,150.64,129.29,330.97,,-0.21
2023-05-25,Google,148.08,129.07,330.25,,-0.64
2023-05-26,Google,147.19,129.01,330.03,,-0.98
2023-05-27,Google,149.51,128.93,329.78,,-0.46
2023-05-28,Google,147.4,129.47,331.58,,-0.03
2023-05-29,Google,147.46,128.33,327.78,,0.18
2023-05-30,Google,149.08,128.93,329.77,,0.48
2023-05-31,Google,147.2,128.68,328.94,,0.42
2023-06-01,Google,150.01,129.08,330.25,,-0.88
2023-06-02,Google,148.21,129.14,330.47,,-0.34
2023-06-03,Google,148.55,128.12,327.08,,-0.71
2023-06-04,Google,149.17,129.15,330.52,,0.91
2023-06-05,Google,147.55,129.39,331.31,,0.49
2023-06-06,Google,147.92,129.38,331.27,,0.14
2023-06-07,Google,148.31,128.33,327.76,,-0.89
2023-06-08,Google,148.25,129.73,332.44,,0.62
2023-06-09,Google,147.22,129.8,332.67,,-0.23
2023-06-10,Google,147.09,129.15,330.49,,-0.81
2023-06-11,Google,147.36,128.62,328.73,,-0.49
2023-06-12,Google,147.95,128.28,327.58,,0.13
2023-06-13,Google,145.99,128.02,326.73,,-0.43
2023-06-14,Google,147.74,128.64,328.79,,0.82
2023-06-15,Google,148.75,128.63,328.77,,0.33
2023-06-16,Google,148.86,128.8,329.33,,0.8
2023-06-17,Google,147.37,128.73,329.09,,0.26
2023-06-18,Google,145.86,129.24,330.81,,0.18
2023-06-19,Google,150.25,128.77,329.23,,-0.83
2023-06-20,Google,148.54,128.57,328.57,,0.5
2023-06-21,Google,149.42,129.31,331.04,,-0.68
2023-06-22,Google,147.49,129.33,331.11,,-0.71
2023-06-23,Google,148.58,128.4,328.0,,-0.07
2023-06-24,Google,149.98,129.68,332.27,,-0.94
2023-06-25,Google,147.8,129.68,332.26,,0.48
2023-06-26,Google,147.17,128.29,327.63,,-0.84
2023-06-27,Google,149.05,129.45,331.51,,0.29
2023-06-28,Google,145.25,129.12,330.41,,-0.03
2023-06-29,Google,147.71,129.65,332.16,,-0.67
2023-06-30,Google,149.37,128.84,329.48,,-0.42
2023-07-01,Google,149.28,129.21,330.7,,0.16
2023-07-02,Google,148.62,128.6,328.68,,-0.74
2023-07-03,Google,147.87,129.23,330.76,,0.01
2023-07-04,Google,148.87,129.52,331.74,,0.74
2023-07-05,Google,147.46,128.8,329.34,,0.16
2023-07-06,Google,148.56,129.54,331.79,,-0.12
2023-07-07,Google,147.19,129.5,331.66,,0.63
2023-07-08,Google,147.82,127.97,326.56,,-0.98
2023-07-09,Google,148.07,128.32,327.74,,-0.85
2023-07-10,Google,147.82,129.5,331.66,,0.89
2023-07-11,Google,148.03,129.45,331.49,,0.54
2023-07-12,Google,146.5,130.15,333.85,,0.35
2023-07-13,Google,148.99,128.65,328.83,,0.28
2023-07-14,Google,147.92,128.84,329.46,,-0.4
2023-07-15,Google,148.84,128.88,329.59,,0.01
2023-07-16,Google,147.31,129.76,332.54,,-0.9
2023-07-17,Google,148.41,128.77,329.25,,-0.45
2023-07-18,Google,149.12,128.56,328.53,,0.03
2023-07-19,Google,148.02,128.96,329.88,,0.98
2023-07-20,Google,147.74,128.86,329.54,,0.15
2023-07-21,Google,149.21,129.03,330.1,,0.23
2023-07-22,Google,149.02,129.21,330.69,,-0.12
2023-07-23,Google,147.84,129.74,332.46,,-0.16
2023-07-24,Google,147.12,128.99,329.97,,0.76
2023-07-25,Google,149.93,128.75,329.16,,0.73
2023-07-26,Google,148.39,129.2,330.66,,0.04
2023-07-27,Google,147.68,128.8,329.32,,0.48
2023-07-28,Google,148.12,129.49,331.64,,-0.63
2023-07-29,Google,147.83,129.77,332.55,,-0.64
2023-07-30,Google,146.86,129.03,330.12,,-0.74
2023-07-31,Google,147.62,128.25,327.49,,0.63
2023-08-01,Google,147.46,128.75,329.18,AI-powered search update,2.17
2023-08-02,Google,146.97,129.36,331.2,,0.49
2023-08-03,Google,147.7,129.48,331.61,,0.79
2023-08-04,Google,147.01,128.71,329.03,,0.71
2023-08-05,Google,148.6,129.39,331.29,,0.7
2023-08-06,Google,148.71,129.05,330.18,,0.33
2023-08-07,Google,146.96,128.91,329.7,,0.64
2023-08-08,Google,147.22,128.92,329.75,,-0.92
2023-08-09,Google,148.37,128.0,326.68,,-0.42
2023-08-10,Google,147.9,128.75,329.18,,0.15
2023-08-11,Google,148.5,129.42,331.39,,0.26
2023-08-12,Google,146.0,128.45,328.15,,-0.32
2023-08-13,Google,146.84,129.38,331.26,,0.3
2023-08-14,Google,148.18,130.16,333.87,,0.91
2023-08-15,Google,148.67,129.57,331.91,,-0.97
2023-08-16,Google,149.4,129.59,331.98,,0.95
2023-08-17,Google,148.69,128.92,329.73,,-0.09
2023-08-18,Google,146.91,129.43,331.42,,-0.99
2023-08-19,Google,148.08,129.01,330.05,,-0.53
2023-08-20,Google,149.35,128.89,329.62,,0.99
2023-08-21,Google,147.58,128.52,328.4,,0.17
2023-08-22,Google,144.95,129.87,332.89,,0.04
2023-08-23,Google,148.1,129.4,331.32,,-0.14
2023-08-24,Google,150.45,129.46,331.55,,-0.93
2023-08-25,Google,148.49,128.9,329.67,,0.15
2023-08-26,Google,148.39,130.21,334.02,,-0.22
2023-08-27,Google,149.89,129.0,330.0,,-0.95
2023-08-28,Google,148.64,129.17,330.58,,0.54
2023-08-29,Google,147.52,128.59,328.65,,-0.99
2023-08-30,Google,146.73,128.38,327.94,,0.17
2023-08-31,Google,146.27,128.99,329.97,,0.76
2023-09-01,Google,148.4,129.59,331.95,,0.21
2023-09-02,Google,149.38,129.15,330.51,,-0.78
2023-09-03,Google,148.43,129.1,330.32,,-0.58
2023-09-04,Google,147.66,128.47,328.22,,-0.52
